name,release_date,required_age,genres,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price,average_completion_time,developers
Fjong,2017-09-11,0,Indie;Casual;Adventure,52,22,0.00,0.00,0-20000,1.69,1.50,VaragtP
Smoke and Sacrifice,2018-05-31,0,RPG;Adventure;Indie,102,26,0.00,0.00,0-20000,15.99,17.50,Solar Sail Games
Twickles,2017-09-28,0,Casual;Indie;Simulation,25,1,0.00,0.00,0-20000,4.99,2.50,Neox Studios
Trials of the Illuminati: Cityscape Animated Jigsaws,2017-08-25,0,Casual;Indie;Simulation,25,11,0.00,0.00,0-20000,1.69,3.00,G. Malta
This Grand Life,2018-04-17,0,Simulation;RPG;Indie,109,36,0.00,0.00,0-20000,9.29,1.00,Poking Water Games
Tactera,2017-12-22,0,Strategy;Indie;VR,6,2,0.00,0.00,0-20000,11.39,4.00,E McNeill
Backgammon,2017-08-28,0,Casual;Strategy;Indie,3,2,0.00,0.00,0-20000,3.99,1.00,AI Factory
Bullet Witch,2018-04-25,0,Action;Gore;Violent,134,69,0.00,0.00,0-20000,12.99,7.00,Cavia
The Ghost of Joe Papp,2017-11-30,0,Indie;Adventure;Singleplayer,6,5,0.00,0.00,0-20000,4.79,0.80,Stegalosaurus Game Development
Pixel Traffic: Circle Rush,2017-08-30,0,Racing;Indie;Casual,62,9,0.00,0.00,0-20000,1.69,0.77,For Kids
The Norwood Suite,2017-10-02,0,Adventure;Indie;Casual,414,97,0.33,0.35,100000-200000,6.99,2.00,Cosmo D
Lake Ridden,2018-05-10,0,Adventure;Indie;Puzzle,107,13,0.00,0.00,0-20000,14.99,6.50,Midnight Hub
XXZ: XXL,2017-09-29,0,Sexual Content;Nudity;Match 3,139,35,0.00,0.00,0-20000,4.79,5.00,L. Stotch
Deep Ones,2017-09-01,0,Action;Adventure;Indie,18,13,0.00,0.00,0-20000,1.99,3.00,BURP! Games
DreamWorks Voltron VR Chronicles,2017-09-26,0,Casual;Action;Adventure,37,13,0.00,0.00,0-20000,7.19,0.85,Digital Domain
Screamer,2017-08-31,0,Racing;Sports;Simulation,18,6,0.00,0.00,0-20000,6.99,1.50,Graffiti
Brutal Runner,2017-10-13,0,Action;Indie,31,29,0.02,0.02,0-20000,0.79,1.50,ANV Team
All Our Asias,2018-02-07,0,Indie;Adventure;Surreal,62,14,0.00,0.00,0-20000,0.00,1.50,Sean Han Tani
Find this!,2017-09-01,0,Indie;Casual;Hidden Object,72,15,0.00,0.00,0-20000,1.69,0.25,For Kids
Screamer 2,2017-09-15,0,Racing;Sports;Simulation,8,1,0.00,0.00,0-20000,6.99,4.50,Milestone S.r.l.
Deep Sky Derelicts,2018-09-26,0,RPG;Strategy;Indie,436,132,0.00,0.00,20000-50000,15.49,16.00,Snowhound Games
Watch Me Jump,2018-04-19,0,Indie;Adventure;Sports,15,3,0.00,0.00,0-20000,3.99,0.97,Jeremy Gable
Doki Doki Literature Club!,2017-10-06,0,Psychological Horror;Anime;Visual Novel,108556,3588,2.70,1.65,2000000-5000000,0.00,5.00,Team Salvato
Puzzle Dating,2017-09-14,0,Casual;Indie;Simulation,20,15,0.00,0.00,0-20000,0.79,1.00,M. Hanka
Jake's Love Story,2017-10-05,0,Indie;Casual;Simulation,64,8,0.00,0.00,0-20000,2.09,0.97,Mikołaj Spychał
Rex: Another Island,2017-10-18,0,Action;Indie;Dinosaurs,46,4,0.00,0.00,0-20000,1.99,1.50,Shysaursoft
Fell Seal: Arbiter's Mark,2018-08-16,0,Early Access;RPG;Indie,410,32,0.00,0.00,0-20000,23.99,29.50,6 Eyes Studio
Trivia Vault: Science & History Trivia 2,2017-09-01,0,Strategy;Action;Indie,25,14,0.00,0.00,0-20000,9.99,0.02,Ripknot Systems
PEG,2017-10-09,0,Indie;Casual;Strategy,80,3,0.00,0.00,0-20000,0.79,8.00,Arzola's
Feudal Alloy,2019-01-17,0,Indie;Action;RPG,158,50,0.00,0.00,0-20000,13.49,7.50,Attu Games
DYING: Reborn,2018-01-10,0,Adventure;Indie;Gore,107,31,0.00,0.00,0-20000,10.29,2.00,Nekcom
Pixel Traffic: Risky Bridge,2017-09-06,0,Casual;Racing;Indie,36,10,0.00,0.00,0-20000,1.69,0.62,For Kids
Triple Otakus Puzzle,2017-09-04,0,Nudity;Sexual Content;Casual,22,39,0.00,0.00,20000-50000,0.79,0.63,"Tero Lunkka, BlackThug"
Endless Fables 2: Frozen Path,2017-11-16,0,Adventure;Casual;Hidden Object,34,5,0.00,0.00,0-20000,11.39,2.50,Sunward Games
Semblance,2018-07-24,0,Action;Indie;Casual,98,6,0.00,0.00,0-20000,6.99,3.50,Nyamakop
Jellyfish,2017-09-15,0,Action;Casual;Adventure,17,10,0.00,0.00,0-20000,1.59,0.80,PanGuoJun
Shift Quantum,2018-05-29,0,Indie;Adventure;Puzzle-Platformer,30,1,0.00,0.00,0-20000,14.99,11.00,Fishing Cactus
Dice Tower Defense,2017-09-15,0,Strategy;Casual;Indie,58,26,0.00,0.00,20000-50000,0.79,0.65,Educational Games
Placement,2017-09-26,0,Indie;Casual;Chess,6,2,0.00,0.00,0-20000,1.59,0.50,Albin Bernhardsson
Kingdom Two Crowns,2018-12-11,0,Strategy;Pixel Graphics;Adventure,736,377,0.00,0.00,50000-100000,15.49,46.00,"Noio, Coatsink"
TTV2,2017-09-11,0,Indie;Action;Retro,63,6,0.00,0.00,0-20000,0.79,0.62,Walter Machado
2D Neon Cube,2017-09-08,0,Action;Indie;Platformer,60,28,0.00,0.00,0-20000,2.89,0.60,Laush Dmitriy Sergeevich
Yi and the Thousand Moons,2017-11-24,0,Indie;Adventure;Music,44,1,0.00,0.00,0-20000,3.99,0.33,David Su
The Witch's Isle,2017-09-14,0,Adventure;Indie;Pixel Graphics,36,6,0.00,0.00,0-20000,1.99,3.50,Cocosola
Donut County,2018-08-28,0,Indie;Adventure;Casual,1487,290,0.00,0.00,50000-100000,10.29,2.00,Ben Esposito
Super Bomberman R,2018-06-12,0,Action;Multiplayer;Singleplayer,80,84,0.00,0.00,0-20000,34.99,4.50,"Konami Digital Entertainment, HexaDrive"
BlazBlue: Cross Tag Battle,2018-06-05,0,2D Fighter;Anime;Action,1216,439,45.35,59.20,50000-100000,32.99,4.50,Arc System Works
Destination Dungeon: Crypts of Warthallow,2017-09-07,0,Adventure;RPG;Indie,18,17,0.00,0.00,0-20000,3.99,0.02,Virtual Top
Ben 10,2017-11-15,0,Action;Adventure;Cartoony,40,7,0.00,0.00,0-20000,15.49,2.00,Torus Games
My Little Worms,2017-09-22,0,Indie;Casual,15,6,0.00,0.00,0-20000,1.69,1.50,For Kids
ASTRAL,2018-11-26,0,Psychological Horror;2D;Platformer,30,13,0.00,0.00,20000-50000,7.19,2.50,Hype ProductionZ
Animal Super Squad,2018-05-15,0,Indie;Action;Adventure,317,47,0.00,0.00,0-20000,7.19,4.00,DoubleMoose Games
Bang Bang Fruit 2,2017-10-25,0,Indie;Casual,17,37,0.00,0.00,20000-50000,0.79,0.63,Snkl Studio
The Chronicles of Nyanya,2018-02-16,0,Adventure;RPG;Indie,54,3,0.00,0.00,0-20000,15.49,8.00,Hamstercube
Neverwinter Nights: Enhanced Edition,2018-03-27,0,RPG;Fantasy;Dungeons & Dragons,966,278,1.08,1.08,100000-200000,15.49,43.50,Beamdog
Thief Simulator,2018-11-09,0,Simulation;Stealth;Crime,1854,528,2.22,2.45,100000-200000,15.49,11.00,Noble Muffins
Keepsake,2018-04-17,0,Adventure;Indie;Casual,59,6,0.00,0.00,0-20000,0.79,9.50,Wicked Studios
FEMINAZI: 3000,2017-09-19,0,Indie;Casual;Racing,26,33,0.02,0.02,0-20000,0.79,0.25,Paradox Terminal
Trivia Vault: Super Heroes Trivia 2,2017-09-12,0,Simulation;Strategy;Action,21,13,0.00,0.00,0-20000,9.99,0.02,Ripknot Systems
Death Coming,2017-11-06,16,Pixel Graphics;Casual;Strategy,1966,187,2.12,2.48,100000-200000,4.99,4.00,NEXT Studio
Boom Box Blue!,2017-12-11,0,Action;Indie;Casual,24,1,0.00,0.00,0-20000,0.79,1.50,VaragtP
Hakoniwa Explorer Plus,2018-06-06,0,Action;Indie;RPG,174,34,0.00,0.00,0-20000,7.19,10.50,suxamethonium
Strange Telephone,2019-01-21,0,Indie;Adventure;Casual,112,24,0.00,0.00,0-20000,3.99,2.50,HZ3 Software
Suicide Adventures,2017-09-22,0,Adventure;Indie;Casual,12,16,0.00,0.00,0-20000,0.79,0.25,Idea Cabin
Crankies Workshop: Bozzbot Assembly,2017-09-13,0,Simulation;Indie;Casual,24,43,0.00,0.00,0-20000,3.99,0.08,Crankies Smartworks
Crankies Workshop: Grizzbot Assembly,2017-09-12,0,Strategy;Casual;Action,28,39,0.00,0.00,0-20000,3.99,0.02,Crankies Smartworks
Crankies Workshop: Lerpbot Assembly,2017-09-13,0,Strategy;Action;Indie,18,17,0.00,0.00,0-20000,3.99,0.03,Crankies Smartworks
Wunderdoktor,2017-10-11,0,Indie;Adventure;Action,45,4,0.00,0.00,0-20000,6.99,2.00,Ghostbutter
Ballz: Farm,2018-01-23,0,Action;Casual;Indie,39,3,0.02,0.02,0-20000,0.79,4.00,Uniocs
Sense of The Devil,2017-09-22,0,Action;Gore;Indie,29,59,0.00,0.00,20000-50000,0.79,0.77,Racing Bros
American Patriots: Boston Tea Party,2017-09-19,0,Strategy;Turn-Based;War,34,5,0.00,0.00,0-20000,0.79,0.88,Cult Software
Fade to Silence,2017-12-14,0,Early Access;Survival;RPG,292,133,0.00,0.00,0-20000,24.99,41.00,Black Forest Games
Trivia Vault: Mini Mixed Trivia,2017-09-15,0,Strategy;Action;Indie,23,14,0.00,0.00,0-20000,9.99,0.02,Ripknot Systems
Trivia Vault: Mini Mixed Trivia 2,2017-09-17,0,Simulation;Strategy;Action,21,13,0.00,0.00,0-20000,9.99,0.05,Ripknot Systems
Jimmy and the Pulsating Mass,2018-08-07,0,RPG;Indie;Gore,136,9,0.00,0.00,0-20000,10.99,32.50,Kasey Ozymy
Beast Quest,2018-03-13,0,Action;RPG;Adventure,1,8,0.00,0.00,0-20000,29.99,6.50,Torus Games
Crankies Workshop: Whirlbot Assembly,2017-09-16,0,Casual;Indie;Action,15,18,0.00,0.00,0-20000,3.99,0.25,Crankies Smartworks
Crankies Workshop: Zazzbot Assembly,2017-09-14,0,Casual;Simulation,19,22,0.02,0.02,0-20000,3.99,0.08,Crankies Smartworks
AFFECTED: The Manor,2017-10-03,0,Indie;VR;Horror,71,17,0.00,0.00,0-20000,5.99,1.00,Fallen Planet Studios
Hoo-Boy,2017-09-29,0,Indie;Adventure;Casual,85,35,0.00,0.00,20000-50000,1.69,0.43,Anatoly Konstantinov
Fluffy Friends,2017-09-19,0,Indie;Casual;Family Friendly,29,9,0.00,0.00,0-20000,1.59,1.00,For Kids
Dungeons Of Kremlin: Remastered,2017-10-20,0,Action;Indie;FPS,42,20,0.00,0.00,0-20000,2.79,2.00,Uncle Frost Team
Reverie,2017-10-03,0,Indie;Casual;Puzzle,19,3,0.00,0.00,0-20000,0.79,6.50,Chronicle Games
Steam Tactics,2017-09-12,0,Strategy;RPG;Indie,28,5,0.00,0.00,0-20000,7.19,12.50,Igor Rashkuev
AZURA,2017-11-13,0,RPG;Adventure;Indie,57,30,2.13,2.13,0-20000,1.69,0.08,Cute Anime Girls
Trials of the Illuminati: Animated Sea Creatures Jigsaws,2017-09-19,0,Indie;Casual;Simulation,25,13,0.00,0.00,0-20000,1.69,0.02,G. Malta
Override: Mech City Brawl,2018-12-03,0,Action;Indie;Mechs,171,70,0.00,0.00,0-20000,24.99,2.00,The Balance
Towards The Pantheon: Escaping Eternity,2017-10-25,0,Free to Play;Adventure;RPG,89,10,0.00,0.00,20000-50000,0.00,0.50,Connor O.R.T. Linning
Squareboy vs Bullies: Arena Edition,2017-12-07,0,Action;Adventure;Indie,7,2,0.00,0.00,0-20000,3.99,1.50,"Rohan Narang, Ratalaika Games"
Bloody Glimpse,2017-10-04,0,Action;Indie;Violent,37,65,1.50,1.50,0-20000,3.99,1.00,Racing Bros
West of Red,2018-03-07,0,Action;Indie;Gore,22,31,0.30,0.30,0-20000,3.99,0.42,Racing Bros
Tametsi,2017-10-18,0,Indie;Puzzle;Difficult,62,2,0.00,0.00,0-20000,1.99,77.50,Grip Top Games
Trivia Vault: Mini Mixed Trivia 3,2017-09-19,0,Action;Strategy;Indie,22,12,0.00,0.00,0-20000,9.99,0.30,Ripknot Systems
Trivia Vault: Mini Mixed Trivia 4,2017-09-21,0,Strategy;Action;Indie,23,12,0.00,0.00,0-20000,9.99,0.02,Ripknot Systems
Little Witch Academia: Chamber of Time,2018-05-15,0,Adventure;Anime;RPG,403,71,0.00,0.00,0-20000,34.99,35.00,APLUS
Extreme Real Reality HD Remix,2017-10-02,0,Action;Adventure;Indie,8,2,0.00,0.00,0-20000,0.79,0.88,Step Dad Productions
Don't Sink,2018-04-13,0,Adventure;Casual;Pirates,104,29,0.38,0.38,0-20000,7.19,3.00,"Sebastian Nigro, Christopher Anselmo, Daniel Marques"
Sky Jump,2017-09-23,0,Action;Indie;Casual,98,28,0.00,0.00,0-20000,0.79,0.60,Easy game
BELPAESE: Homecoming,2017-10-16,0,Adventure;Indie;Point & Click,13,1,0.00,0.00,0-20000,2.79,1.50,Fazz Brothers
Kim Jong-Boom,2017-10-01,0,Indie;Casual,20,31,0.03,0.03,0-20000,1.59,0.90,azimut team
God of Light: Remastered,2017-11-08,0,Indie;Casual,12,0,0.00,0.00,0-20000,7.19,10.00,Playmous
Brick Breaker Ultimate,2017-10-02,0,Indie,16,17,0.02,0.02,0-20000,0.79,0.25,RewindApp
Orb The Ball,2017-09-18,0,Action;Adventure;Indie,11,4,0.00,0.00,0-20000,0.79,0.78,"Dror Riov, Evgeny Osmet"
Butterfly Moment,2017-09-22,0,Casual;VR,9,8,0.00,0.00,0-20000,1.59,0.08,David Mulder
Stone Flower,2017-09-22,0,Action;Indie;Pixel Graphics,30,12,0.00,0.00,20000-50000,1.69,2.00,SharkGame
Violent Vectors,2017-10-27,0,Action;Indie;Gore,22,20,0.00,0.00,0-20000,3.99,2.00,StarSystemStudios
Elise the Devil,2017-11-01,0,Sexual Content;Nudity;RPG,1123,96,2.32,2.32,100000-200000,1.59,9.50,Dieselmine
Chevo Lurker: Exodus,2017-10-12,0,Action;Adventure;RPG,19,9,0.00,0.00,0-20000,0.79,2.00,Perverse Games
Otaku's Fantasy,2017-10-11,0,Sexual Content;Nudity;Mature,1929,224,1.15,1.47,100000-200000,1.59,2.00,Dieselmine
Temple Escape,2017-09-26,0,Indie;Casual,34,6,0.00,0.00,0-20000,1.69,1.50,For Kids
Crimson Memories,2017-10-02,0,Casual;Adventure;Indie,51,21,0.00,0.00,20000-50000,1.69,3.50,MagicHouse
King Exit,2017-10-19,0,Sexual Content;Nudity;RPG,2135,127,1.38,1.93,100000-200000,1.59,24.50,深爪貴族
After Death,2017-10-04,0,Metroidvania;Great Soundtrack;Action,45,3,0.00,0.00,0-20000,10.59,6.50,After Death Team
Crisis on the Planet of the Apes,2018-04-02,0,Action;Adventure;VR,22,11,0.00,0.00,0-20000,11.39,2.00,Imaginati
Ablepsia,2017-09-27,0,Indie;Casual;2D,74,59,0.10,0.17,0-20000,9.29,0.72,NedoStudio
My Name is Addiction,2017-09-29,0,Adventure;Nudity;Sexual Content,46,20,0.00,0.00,0-20000,0.79,0.75,Cleril Calamity Studios
SWARMRIDER OMEGA,2017-09-19,0,Indie;Action;Arcade,41,12,0.00,0.00,0-20000,0.79,1.00,Walter Machado
A Shawn Story,2017-10-04,0,Adventure;Indie;Casual,6,18,0.00,0.00,0-20000,0.79,0.25,RoomsForRockets
Abstractanoid,2018-03-26,0,Action;Indie;Casual,23,15,0.00,0.00,0-20000,1.59,0.83,Alien Jellyfish
Maitetsu,2018-06-29,0,Casual;Visual Novel;Anime,125,3,0.00,0.00,0-20000,11.39,9.00,Lose
Mecho Tales,2017-09-29,0,Action;Indie;Casual,2,0,0.00,0.00,0-20000,14.99,3.50,Arcade Distillery
Diamo XL,2017-10-13,0,Action;Indie;Casual,275,12,0.78,0.78,0-20000,0.79,2.50,Nickervision Studios
The Islander,2018-02-13,0,Casual;Indie;Simulation,146,50,0.00,0.00,0-20000,2.09,4.50,7 Box Games
The Pillage,2018-05-31,0,Gore;Action;Indie,25,2,0.00,0.00,0-20000,0.79,2.00,Bishop Armstrong
Rocks and Rockets,2017-10-04,0,Adventure;Indie;Arcade,18,8,0.00,0.00,0-20000,0.79,0.98,"Metal Fox, Nullysun Studio"
Eastshade,2019-02-13,0,Exploration;Relaxing;Open World,534,93,0.00,0.00,20000-50000,19.49,12.00,Eastshade Studios
Cuco,2017-09-29,0,Action;Adventure;Indie,62,3,0.00,0.00,0-20000,0.79,1.50,Yah_Shi
PooSky,2017-10-11,0,Indie;Casual;Aliens,29,23,0.00,0.00,0-20000,1.69,0.25,"CSM, Excellente23"
Mindsight,2017-10-26,0,Indie;Casual;Puzzle,33,2,0.00,0.00,0-20000,0.79,10.00,Smokey Moose Games
Galactic Lords,2017-11-13,0,Casual;Strategy;Action,6,9,0.00,0.00,0-20000,2.09,2.00,"TheDreik, Xeneder"
Blackberry Honey,2017-10-24,0,Visual Novel;Sexual Content;Nudity,123,3,0.00,0.00,0-20000,10.29,7.50,Ebi-hime
EXAPUNKS,2018-10-22,0,Indie;Simulation;Programming,525,18,0.43,0.43,20000-50000,15.49,36.00,Zachtronics
Yorkshire Gubbins,2017-10-17,0,Adventure;Indie;Casual,133,2,0.00,0.00,0-20000,3.99,1.50,Stairfall Institute
Dream Alone,2018-06-28,0,Adventure;Indie;Gore,27,11,0.00,0.00,0-20000,8.99,5.50,WarSaw Games
Exorder,2018-03-19,0,Strategy;Indie;Turn-Based Tactics,25,10,0.00,0.00,0-20000,10.29,6.00,Solid9 Studio
Aggelos,2018-06-19,0,Indie;Adventure;RPG,77,11,0.00,0.00,0-20000,11.39,7.50,Storybird Games
Nimble Bunn,2017-10-04,0,Indie;Casual;Adventure,78,8,0.00,0.00,0-20000,0.79,5.50,Brzezinski
De Mambo,2017-10-17,0,Early Access;Action;Indie,7,0,0.00,0.00,0-20000,9.99,3.00,The Dangerous Kitchen
A Case of Distrust,2018-02-08,0,Adventure;Detective;Indie,71,9,0.00,0.00,0-20000,11.39,3.00,The Wandering Ben
Reigns: Her Majesty,2017-12-06,0,Indie;Casual;Female Protagonist,527,90,3.33,3.33,50000-100000,2.09,4.00,"Nerial, Synaptic Insight Technology Systems"
Cyberia 2: Resurrection,2017-10-23,0,Action;Adventure;Strategy,5,0,0.00,0.00,0-20000,7.19,3.00,Xatrix Entertainment
Robbie Swifthand and the Orb of Mysteries,2018-09-20,0,Action;Platformer;Difficult,60,4,0.00,0.00,0-20000,9.99,3.00,Pixel Reign
Forever Home,2017-10-31,0,Adventure;RPG;Indie,76,4,0.00,0.00,0-20000,0.79,52.00,Pixel Blade Games
NeoBoom2,2017-10-30,0,Indie;Strategy;Relaxing,14,17,0.00,0.00,0-20000,0.79,3.00,BJGameInd
FoxyLand,2017-10-17,0,Adventure;Indie;Casual,81,31,0.22,0.22,20000-50000,1.99,2.00,BUG-Studio
Cubic,2017-10-09,0,Indie;Casual;Puzzle,167,29,0.03,0.05,0-20000,0.79,0.77,Mikhail Melnikov
Derpy Dinos,2017-11-02,0,Free to Play;Action;Indie,38,9,0.00,0.00,0-20000,0.00,0.05,Derpy Dinos
Dark Devotion,2019-04-25,16,Action;Indie;Adventure,186,78,0.00,0.00,0-20000,17.49,14.00,Hibernian Workshop
Magic matchstick,2017-10-10,0,Indie;Casual,12,7,0.00,0.00,0-20000,0.79,3.50,Anime squad
Cultist Simulator,2018-05-31,0,Card Game;Lovecraftian;Indie,1749,572,0.22,0.33,200000-500000,14.99,22.00,Weather Factory
One Strike,2017-11-03,0,Action;Indie;Casual,41,1,0.00,0.00,0-20000,3.99,0.08,Retro Reactor
Crankies Workshop: Grizzbot Assembly 2,2017-10-05,0,Action;Indie;Casual,16,25,0.00,0.00,0-20000,3.99,0.05,Crankies Smartworks
PUSS!,2018-08-02,0,Indie;Psychedelic;Difficult,204,19,0.00,0.00,0-20000,7.99,7.00,teamCOIL
Indecision.,2018-02-08,0,Indie;Adventure;Short,164,39,0.00,0.00,20000-50000,1.69,0.50,Bilge Kaan
Welcome to the Game II,2018-04-03,18,Horror;Strategy;Hacking,622,143,2.32,2.38,20000-50000,7.19,4.00,Reflect Studios
Fox Hime,2017-11-02,0,Visual Novel;Anime;Casual,2484,403,4.65,7.62,100000-200000,1.69,1.50,AsicxArt
Caveman Alive,2017-10-07,0,Adventure;Indie;Casual,25,25,0.00,0.00,0-20000,2.89,0.25,Vyacheslav Shilikhin
Cats Make You Smarter!,2017-10-19,0,Casual;Free to Play,78,6,0.00,0.00,0-20000,0.00,0.37,SandorHQ
Without Escape,2018-04-24,0,Adventure;Indie;Gore,12,4,0.00,0.00,0-20000,3.99,2.00,Bumpy Trail Games
Newton and the Apple Tree,2018-08-15,0,Sexual Content;Nudity;Visual Novel,63,2,0.00,0.00,0-20000,30.99,15.00,Laplacian
Pipe Push Paradise,2018-01-18,0,Indie;Puzzle;Sokoban,61,0,0.00,0.00,0-20000,5.79,10.50,Corey Martin
My Coloring Book: Animals,2017-10-11,0,Indie;Casual;Family Friendly,38,11,0.00,0.00,0-20000,0.79,0.78,For Kids
Daily Run,2017-10-15,0,Indie;Casual,42,49,0.00,0.00,20000-50000,0.79,3.00,ZtarLab
SURV1V3,2018-01-29,0,Early Access;VR;Gore,195,40,0.00,0.00,0-20000,19.49,13.50,Candymakers
Feeding The Monster,2017-10-11,0,Casual;Indie,28,12,0.00,0.00,0-20000,1.69,1.00,For Kids
BLOK DROP NEO,2017-10-18,0,Indie;Casual,35,11,0.00,0.00,0-20000,2.09,0.43,Rcmadiax
The Mind of Marlo,2017-10-19,0,Indie;Adventure;Point & Click,64,7,0.00,0.00,0-20000,2.09,0.63,Point Bleep Studios
Dungeons of Hell,2017-10-19,0,Strategy;Indie;Casual,26,1,0.00,0.00,0-20000,1.99,4.50,GoldenGod Games
Meltys Quest,2017-10-24,0,Sexual Content;Nudity;Mature,446,10,0.00,0.00,20000-50000,14.21,9.00,"Remtairy, Happy Life"
Rumu,2017-12-12,0,Indie;Adventure;Casual,225,21,0.00,0.00,0-20000,7.19,3.50,Robot House
Hunt Down The Freeman,2018-02-23,0,Female Protagonist;Walking Simulator;Illuminati,329,642,0.00,0.00,20000-50000,7.19,7.50,Royal Rudius Entertainment
Dragon Hunt,2018-04-26,0,Indie;Casual;Simulation,19,6,0.00,0.00,0-20000,0.79,0.12,Casual.US
Steamburg,2017-11-02,0,Adventure;Indie;Puzzle,12,11,0.00,0.00,0-20000,7.19,4.00,Telehorse
Don't Make Love,2017-10-26,0,Indie;Casual;Simulation,66,8,0.00,0.00,0-20000,3.99,0.47,Maggese
The Ino Chronicles: Ascension,2018-03-29,0,Adventure;Retro;Open World,8,2,0.00,0.00,0-20000,1.69,41.00,Chromethean Productions
Princess Maker 5,2018-05-04,0,Simulation;Anime;RPG,100,60,0.00,0.00,0-20000,23.79,30.00,Gainax
Crankies Workshop: Freebot Assembly,2017-10-10,0,Free to Play;Indie;Casual,28,15,0.00,0.00,0-20000,0.00,0.08,Crankies Smartworks
Lazy Galaxy,2018-03-22,0,Indie;Strategy;Clicker,70,12,45.68,45.68,0-20000,4.79,26.00,"Coldwild Games, Vladimir Slav, Elena Nazarenko"
Lines X,2017-10-31,0,Casual;Indie;Strategy,336,73,0.00,0.00,0-20000,0.79,1.50,Konstructors Entertainment
Fearful Symmetry & The Cursed Prince,2017-12-12,0,Casual;Indie;Puzzle,30,3,0.00,0.00,0-20000,7.19,5.00,Gamera Interactive
Home Run Solitaire,2017-10-18,0,Indie;Casual;Card Game,7,1,0.00,0.00,0-20000,3.99,10.00,The Revills Games
Lines X Free,2017-10-31,0,Indie;Casual;Strategy,679,73,0.00,0.00,50000-100000,0.00,0.88,Konstructors Entertainment
Play With Me,2018-01-17,0,Adventure;Indie;Horror,57,15,0.00,0.00,0-20000,7.19,4.50,Airem
Path Out,2017-11-02,0,Free to Play;Pixel Graphics;Adventure,117,5,0.00,0.00,0-20000,0.00,0.75,Causa Creations
Hidden Object - Sweet Home,2017-10-16,0,Casual;Indie;Adventure,15,34,0.00,0.00,0-20000,1.69,0.88,Fabio Cunha
Hostil,2017-12-01,0,Casual;Adventure;Indie,79,15,0.00,0.00,0-20000,3.99,0.48,Eteru Studio
The Superlatives: Aetherfall,2017-10-19,0,Indie;Adventure;RPG,19,1,0.00,0.00,0-20000,4.79,9.00,Choice of Games
Girl Blonde,2017-10-18,0,Adventure;Indie;Platformer,18,5,0.00,0.00,0-20000,1.69,0.32,Laush Dmitriy Sergeevich
Alchemist's Castle,2017-11-02,0,Indie;Action;Adventure,34,5,0.00,0.00,0-20000,0.79,2.50,Kabuk Games
Scream Collector,2017-10-26,0,Free to Play;Casual;Clicker,313,55,1.55,1.55,50000-100000,0.00,73.00,PuzzleRoo
Creeping Terror,2017-10-31,0,Adventure;Indie;Horror,14,6,0.00,0.00,0-20000,6.19,3.50,"Nikkatsu Corporation, mebius"
Heads Run,2018-01-11,0,Action;Indie;Platformer,18,2,0.00,0.00,0-20000,2.09,2.00,kass-stwa
The Merchant Memoirs,2017-10-20,0,Simulation;Indie;Casual,7,1,0.00,0.00,0-20000,2.09,1.50,Afterthought Studios
Vacation Simulator,2019-04-09,0,Simulation;Action;Adventure,109,15,0.00,0.00,0-20000,23.79,5.00,Owlchemy Labs
Star Wars: Droid Repair Bay,2017-12-06,0,Free to Play;Adventure;Casual,221,32,0.90,0.90,100000-200000,0.00,0.25,ILMxLAB
Succubus Rem,2017-12-19,0,Sexual Content;RPG;Indie,509,54,3.98,3.98,50000-100000,1.69,2.00,とらいあんぐる！
Void Memory,2017-10-30,0,RPG;Action;Adventure,83,22,0.00,0.00,0-20000,7.19,7.50,Gustav
My Loved Heart,2017-11-01,0,Action;Indie;Casual,57,22,0.00,0.00,0-20000,0.79,0.47,"LeshaWhite Studio, LeshaWhite Studio"
ШП - ShP,2017-10-31,0,Indie;Simulation;Difficult,106,32,0.00,0.00,0-20000,1.69,1.50,Xitilon
Case #9,2017-10-20,0,Adventure;Indie;Gore,22,28,0.00,0.00,0-20000,2.09,0.52,Peace
Umiro,2018-03-28,0,Adventure;Strategy;Indie,35,7,0.00,0.00,0-20000,2.09,7.00,Diceroll Studios
Adventure Time: Pirates of the Enchiridion,2018-07-17,0,Adventure;Action;RPG,74,13,0.00,0.00,0-20000,15.49,9.00,Climax Studios
StrainZ-1: Elimination,2017-11-10,0,Action;Adventure;Indie,22,4,0.00,0.00,0-20000,2.89,3.50,Bizzy
Holyday City: Reloaded,2018-04-23,0,Free to Play;Clicker;Casual,815,164,16.17,16.17,200000-500000,0.00,232.00,Holyday Studios
Viaerium,2017-10-24,0,Indie;Adventure;Casual,39,5,0.00,0.00,0-20000,2.09,0.35,Fireballed Studio
Silent Descent,2018-02-06,0,Adventure;Indie;Action,61,18,0.00,0.00,0-20000,6.19,2.00,Deceptive Games
Save me Mr Tako: Tasukete Tako-San,2018-10-30,0,Indie;Adventure;Action,16,5,0.00,0.00,0-20000,11.39,23.00,"Christophe Galati, Nicalis"
Distant Space 2,2017-11-02,0,Action;Adventure;Indie,18,13,0.00,0.00,0-20000,0.79,1.00,PixelMouse
Legends of Talia: Arcadia,2017-10-27,0,Simulation;Anime;Visual Novel,63,24,0.00,0.00,0-20000,1.69,1.00,Winged Cloud
222 Hearts,2017-10-20,0,Casual;Action;Indie,36,11,0.00,0.00,0-20000,1.69,1.50,Remimory
